cusno,last_purchase,first_purchase,frequency,monetary,margin,recency_days,cusnm,area,kind,R_score,F_score,M_score,RFM_sum,segment
CUS_00642,2022-04-16,2022-02-26,2,6300.0,4800.0,1456.0,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00643,2024-11-22,2024-11-22,1,7500.0,5409.0,505.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00644,2021-06-20,2021-06-20,1,3000.0,400.0,1756.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00645,2024-01-08,2024-01-08,1,750.0,300.0,824.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00646,2022-08-03,2020-09-08,3,4400.0,2341.0,1347.0,,,,2,4,3,9,At Risk 流失中
CUS_00647,2023-08-07,2020-12-27,3,11500.0,2890.0,978.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00648,2024-11-19,2021-08-10,7,9000.0,3110.0,508.0,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00649,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00650,2022-12-14,2022-12-14,1,2000.0,400.0,1214.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00651,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00653,2021-02-03,2021-02-03,1,1000.0,400.0,1893.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00654,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00655,2022-07-15,2022-07-15,1,2500.0,1200.0,1366.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00657,2021-07-31,2021-07-31,1,5000.0,2600.0,1715.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00658,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00659,2021-10-12,2020-12-18,2,2700.0,1480.0,1642.0,[已隱蔽],,一般,1,4,2,7,Others
CUS_00660,2024-02-01,2024-02-01,1,2571.0,771.0,800.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00661,2024-07-16,2024-02-20,2,2180.0,1016.0,634.0,[已隱蔽],,一般,3,4,1,8,Others
CUS_00662,2020-12-26,2020-12-26,1,5500.0,1700.0,1932.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00663,2021-01-11,2021-01-11,1,2300.0,1500.0,1916.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00665,2022-07-05,2021-01-05,2,39000.0,13360.0,1376.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00666,2021-03-23,2021-03-23,1,16999.0,6129.0,1845.0,[已隱蔽],,一般,1,2,5,8,Lost 已流失
CUS_00667,2023-07-15,2023-07-15,1,1000.0,740.0,1001.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00668,2024-06-04,2024-06-04,1,3500.0,2950.0,676.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00670,2021-04-15,2021-04-15,1,10000.0,3150.0,1822.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00671,2021-08-26,2021-08-26,1,19400.0,7760.0,1689.0,[已隱蔽],,一般,1,2,5,8,Lost 已流失
CUS_00673,2024-02-03,2024-02-03,1,1500.0,-2360.0,798.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00674,2024-12-17,2020-07-15,6,76750.0,49970.0,480.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00675,2022-12-09,2022-04-01,2,21300.0,9450.0,1219.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00676,2025-03-31,2024-07-08,2,2000.0,1600.0,376.0,[已隱蔽],,一般,4,4,1,9,Loyal 忠實客
CUS_00677,2021-05-29,2021-05-29,1,4300.0,2060.0,1778.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00678,2024-12-02,2020-09-09,6,18000.0,13380.0,495.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00679,2023-06-15,2023-06-15,1,15700.0,6110.0,1031.0,[已隱蔽],,一般,3,2,5,10,Others
CUS_00680,2023-10-21,2023-10-21,1,3000.0,1750.0,903.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00681,2023-02-01,2022-07-19,2,8500.0,4225.0,1165.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00683,2022-11-22,2022-09-07,3,23550.0,12040.0,1236.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00684,2023-09-08,2023-09-08,1,1000.0,652.0,946.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00685,2021-01-16,2021-01-16,1,3300.0,2580.0,1911.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00686,2023-03-03,2023-02-02,2,4000.0,1850.0,1135.0,[已隱蔽],,一般,2,4,2,8,Others
CUS_00687,2022-01-22,2022-01-22,1,900.0,550.0,1540.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00688,2023-11-28,2023-11-28,1,2500.0,1870.0,865.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00689,2021-10-13,2020-10-12,2,8400.0,4890.0,1641.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00690,2022-07-25,2022-07-25,1,1400.0,920.0,1356.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00692,2020-11-14,2020-11-14,1,10650.0,5360.0,1974.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00693,2022-04-15,2020-07-31,10,15850.0,9248.0,1457.0,[已隱蔽],,一般,2,5,5,12,At Risk 流失中
CUS_00695,2021-01-05,2021-01-05,1,200.0,118.0,1922.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00697,2020-09-08,2020-09-08,1,550.0,280.0,2041.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00698,2021-05-24,2021-05-24,1,2000.0,1600.0,1783.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00699,2024-04-13,2023-09-25,3,7800.0,4600.0,728.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00700,2024-12-20,2024-12-20,1,2800.0,700.0,477.0,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00701,2023-02-23,2023-02-23,1,5600.0,1800.0,1143.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00702,2022-04-20,2022-04-20,1,5850.0,3510.0,1452.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00703,2021-03-05,2021-03-05,1,2500.0,1000.0,1863.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00705,2021-06-01,2021-05-27,2,2400.0,920.0,1775.0,[已隱蔽],,一般,1,4,1,6,Others
CUS_00707,2023-10-23,2023-10-23,1,600.0,320.0,901.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00708,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00709,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00710,2023-12-08,2023-12-08,1,2800.0,700.0,855.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00711,2021-12-27,2021-12-27,1,2750.0,1915.0,1566.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00712,2021-06-11,2020-08-28,2,16000.0,8150.0,1765.0,[已隱蔽],,一般,1,4,5,10,At Risk 流失中
CUS_00713,2022-06-14,2022-06-14,1,800.0,400.0,1397.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00714,2021-01-07,2021-01-07,1,4300.0,3150.0,1920.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00715,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00716,2024-11-13,2024-11-13,1,300.0,162.0,514.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00717,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00718,2023-07-15,2021-08-03,4,6500.0,2630.0,1001.0,[已隱蔽],,一般,3,4,3,10,Others
CUS_00719,2020-10-31,2020-10-31,1,3500.0,500.0,1988.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00720,2023-05-20,2022-08-15,3,11200.0,5050.0,1057.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00721,2024-01-10,2024-01-10,1,1900.0,1120.0,822.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00722,2022-12-28,2020-08-12,3,10300.0,5400.0,1200.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00723,2025-02-08,2021-06-15,5,14650.0,9752.0,427.0,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00724,2024-03-23,2024-03-23,1,3400.0,1604.0,749.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00726,2020-10-31,2020-10-31,1,6500.0,2300.0,1988.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00727,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00728,2024-08-08,2022-05-03,2,2500.0,1770.0,611.0,[已隱蔽],,一般,4,4,1,9,Loyal 忠實客
CUS_00730,2021-07-01,2021-06-07,4,11700.0,7938.5,1745.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00731,2023-08-02,2021-01-08,5,34950.0,20376.0,983.0,[已隱蔽],,一般,3,5,5,13,Others
CUS_00734,2022-01-19,2022-01-19,1,2500.0,800.0,1543.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
