cusno,last_purchase,first_purchase,frequency,monetary,margin,recency_days,cusnm,area,kind,R_score,F_score,M_score,RFM_sum,segment
CUS_00332,2023-07-29,2023-07-29,1,3500.0,1825.0,987.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00336,2021-11-18,2021-11-18,1,1999.0,1479.0,1605.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00337,2021-01-15,2021-01-15,1,7350.0,2150.0,1912.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00338,2021-01-04,2021-01-04,1,2800.0,1490.0,1923.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00339,2022-01-12,2022-01-12,1,4200.0,2986.0,1550.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00340,2024-03-13,2024-01-25,2,26300.0,14450.0,759.0,[已隱蔽],,一般,3,4,5,12,Others
CUS_00341,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00342,2022-03-31,2020-11-12,3,7950.0,4415.0,1472.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00343,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00344,2024-01-17,2024-01-17,1,17000.0,7000.0,815.0,[已隱蔽],,一般,3,2,5,10,Others
CUS_00345,2024-02-17,2024-02-17,1,8499.0,2499.0,784.0,[已隱蔽],,一般,3,2,4,9,Others
CUS_00346,2021-07-17,2021-07-17,1,5500.0,3360.0,1729.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00347,2020-12-09,2020-12-01,2,5800.0,2750.0,1949.0,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00348,2020-09-12,2020-09-12,1,1700.0,1400.0,2037.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00350,2022-10-11,2022-10-11,1,6150.0,4698.0,1278.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00351,2020-12-07,2020-12-07,1,3450.0,2715.0,1951.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00352,2024-08-06,2021-04-01,4,7700.0,1840.0,613.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00353,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00354,2021-01-28,2020-12-26,2,4100.0,2625.0,1899.0,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00355,2024-11-16,2022-01-22,5,16350.0,6550.0,511.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00356,2022-09-21,2021-12-10,2,15000.0,9680.0,1298.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00357,2024-01-23,2024-01-23,1,10000.0,6000.0,809.0,[已隱蔽],,一般,3,2,4,9,Others
CUS_00359,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00360,2025-02-20,2024-10-19,2,7750.0,4768.7,415.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00361,2022-01-25,2022-01-25,1,2500.0,1000.0,1537.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00362,2023-10-23,2023-10-23,1,7500.0,4490.0,901.0,[已隱蔽],,一般,3,2,4,9,Others
CUS_00363,2024-08-31,2024-08-31,1,5300.0,3230.0,588.0,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00364,2024-03-06,2024-02-27,2,3000.0,2100.0,766.0,[已隱蔽],,一般,3,4,2,9,Others
CUS_00367,2024-12-13,2021-12-14,7,9880.0,7180.0,484.0,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00368,2023-11-13,2023-11-13,1,2500.0,1300.0,880.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00369,2022-03-14,2022-03-14,1,3000.0,2078.0,1489.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00372,2022-06-16,2022-06-16,1,16500.0,4900.0,1395.0,[已隱蔽],,一般,2,2,5,9,Lost 已流失
CUS_00373,2024-07-23,2024-07-23,1,3800.0,2318.0,627.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00374,2021-06-10,2021-06-10,1,3000.0,1750.0,1766.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00376,2023-01-20,2021-12-25,4,7750.0,4610.0,1177.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00378,2024-10-22,2024-10-22,1,3500.0,2000.0,536.0,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00379,2022-10-18,2021-11-03,2,6050.0,4550.0,1271.0,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00381,2024-06-07,2023-06-14,2,19500.0,8100.0,673.0,[已隱蔽],,一般,3,4,5,12,Others
CUS_00382,2021-03-15,2021-03-15,1,2100.0,1279.0,1853.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00383,2020-10-23,2020-10-23,1,2400.0,1875.0,1996.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00384,2021-10-24,2021-06-22,2,5399.0,3699.0,1630.0,[已隱蔽],,一般,1,4,3,8,At Risk 流失中
CUS_00386,2024-03-04,2024-03-04,1,7500.0,4960.0,768.0,[已隱蔽],,一般,3,2,4,9,Others
CUS_00387,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00389,2023-07-15,2021-06-23,10,23570.0,16185.0,1001.0,[已隱蔽],,一般,3,5,5,13,Others
CUS_00390,2024-02-08,2024-02-08,1,5800.0,3970.0,793.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00391,2023-09-25,2023-07-12,3,10900.0,7546.0,929.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00392,2023-12-30,2023-12-30,1,3500.0,2775.0,833.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00394,2021-03-01,2021-03-01,1,700.0,490.0,1867.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00395,2024-09-09,2024-09-09,1,9000.0,6847.7,579.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00397,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00399,2023-10-19,2023-10-19,1,3800.0,2325.0,905.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00400,2024-02-08,2024-02-08,1,2499.0,799.0,793.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00401,2022-01-24,2022-01-24,1,2300.0,1485.0,1538.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00402,2023-08-03,2023-08-03,1,2950.0,2200.0,982.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00404,2022-11-02,2022-11-02,1,16000.0,9350.0,1256.0,[已隱蔽],,一般,2,2,5,9,Lost 已流失
CUS_00405,2025-03-31,2025-03-31,1,3449.0,2099.0,376.0,[已隱蔽],,一般,4,2,2,8,New 新客
CUS_00406,2025-01-21,2025-01-21,1,6000.0,1500.0,445.0,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00407,2025-01-18,2025-01-18,1,2500.0,1300.0,448.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00408,2023-02-04,2023-02-04,1,2900.0,2200.0,1162.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00409,2023-02-03,2023-02-03,1,2100.0,1290.0,1163.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00416,2023-12-29,2021-09-20,2,10800.0,6636.4,834.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00417,2023-05-29,2023-05-29,1,5100.0,3700.0,1048.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00418,2023-12-05,2023-12-05,1,2900.0,900.0,858.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00419,2024-09-26,2024-09-26,1,8300.0,5489.0,562.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00420,2021-05-12,2021-05-12,1,2350.0,1550.0,1795.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00421,2024-07-09,2024-07-09,1,4700.0,2460.0,641.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00422,2024-10-22,2024-10-22,1,300.0,300.0,536.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00423,2023-03-29,2023-03-29,1,6000.0,3645.0,1109.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00424,2021-09-18,2021-01-13,3,12250.0,7543.4,1666.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00425,2022-11-28,2022-11-28,1,4500.0,1800.0,1230.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00427,2022-11-29,2021-02-05,2,5400.0,2880.0,1229.0,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00428,2021-08-16,2021-08-16,1,2650.0,1618.7,1699.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00429,2024-10-02,2024-10-02,1,8000.0,5659.0,556.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00430,2024-08-16,2024-07-28,2,29000.0,12700.0,603.0,[已隱蔽],,一般,4,4,5,13,Champions 黃金客
CUS_00431,2024-08-29,2021-08-05,3,3700.0,2270.0,590.0,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00432,2021-09-08,2021-09-08,1,3730.0,2524.7,1676.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00433,2024-09-03,2023-05-31,2,7050.0,4780.0,585.0,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00434,2021-02-09,2021-02-09,1,2000.0,1220.0,1887.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00435,2024-02-04,2024-02-04,1,4565.0,3337.0,797.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00436,2022-07-27,2022-05-05,2,12500.0,6200.0,1354.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00437,2020-08-19,2020-08-19,1,12300.0,8250.0,2061.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00438,2022-08-05,2022-08-05,1,6000.0,4720.0,1345.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00440,2025-03-21,2025-03-21,1,2150.0,1150.0,386.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00443,2024-08-14,2023-07-26,3,22200.0,12646.4,605.0,[已隱蔽],,一般,4,4,5,13,Champions 黃金客
CUS_00445,2023-08-04,2023-08-04,1,2300.0,500.0,981.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00447,2023-05-12,2023-05-12,1,2000.0,1700.0,1065.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00448,2025-01-22,2024-02-07,3,13460.0,9610.0,444.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00449,2024-11-05,2024-11-05,1,7500.0,2500.0,522.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00450,2021-08-10,2020-12-25,3,21150.0,12604.0,1705.0,[已隱蔽],,一般,1,4,5,10,At Risk 流失中
CUS_00451,2022-04-06,2022-02-23,2,14950.0,8410.0,1466.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00452,2021-05-12,2021-05-12,1,3300.0,2200.0,1795.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00453,2021-05-24,2021-05-24,1,9150.0,4975.0,1783.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00454,2023-05-09,2023-05-09,1,1600.0,1346.0,1068.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00455,2025-02-19,2025-02-19,1,5760.0,3850.0,416.0,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00457,2022-08-02,2022-08-02,1,5500.0,3380.0,1348.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00458,2020-11-27,2020-11-27,1,3550.0,2235.0,1961.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00459,2023-04-26,2023-04-26,1,3900.0,1560.0,1081.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00460,2022-06-17,2020-11-02,2,6500.0,3740.0,1394.0,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00461,2021-07-30,2021-07-30,1,900.0,500.0,1716.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00462,2020-12-22,2020-12-22,1,7800.0,4000.0,1936.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00463,2020-10-24,2020-10-24,1,6800.0,5474.0,1995.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00464,2023-01-19,2023-01-19,1,3700.0,2610.0,1178.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00465,2023-06-09,2023-06-09,1,3500.0,1600.0,1037.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00466,2023-05-27,2023-05-27,1,1500.0,1100.0,1050.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00468,2023-07-19,2023-07-19,1,3500.0,2000.0,997.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00469,2022-11-02,2022-11-02,1,1500.0,1240.0,1256.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00470,2022-08-24,2022-08-24,1,2200.0,1660.0,1326.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00471,2024-08-02,2021-09-28,5,36500.0,23320.0,617.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00473,2024-01-24,2024-01-24,1,2000.0,1550.0,808.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00475,2024-03-08,2024-03-08,1,4000.0,3390.0,764.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00476,2021-04-23,2021-04-23,1,11000.0,3190.0,1814.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00478,2022-11-08,2021-12-04,5,32700.0,17207.0,1250.0,[已隱蔽],,一般,2,5,5,12,At Risk 流失中
CUS_00479,2024-03-30,2024-03-30,1,22300.0,11760.0,742.0,[已隱蔽],,一般,3,2,5,10,Others
CUS_00480,2022-05-27,2022-05-27,1,810.0,485.0,1415.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00481,2023-06-08,2023-06-08,1,1500.0,1100.0,1038.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00484,2023-05-30,2023-05-10,2,5550.0,3210.0,1047.0,[已隱蔽],,一般,2,4,3,9,At Risk 流失中
CUS_00487,2022-03-05,2022-03-05,1,3100.0,1375.0,1498.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00488,2021-07-14,2021-07-14,1,3500.0,2000.0,1732.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00489,2022-01-04,2022-01-04,1,3000.0,940.0,1558.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00490,2022-11-16,2022-09-27,2,12300.0,8251.0,1242.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00491,2023-06-07,2022-03-23,2,10000.0,7231.8,1039.0,,,,2,4,4,10,At Risk 流失中
CUS_00493,2022-09-10,2022-09-10,1,3800.0,2840.0,1309.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00495,2024-08-21,2022-09-14,5,23700.0,15070.0,598.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00496,2021-09-17,2021-09-17,1,8500.0,4050.0,1667.0,[已隱蔽],,一般,1,2,4,7,Lost 已流失
CUS_00497,2023-12-07,2023-12-07,1,7450.0,4410.0,856.0,                                                            ,,一般,3,2,4,9,Others
CUS_00498,2022-12-06,2022-11-24,4,10190.0,4801.2,1222.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00500,2022-05-27,2022-05-27,1,8600.0,4370.0,1415.0,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00501,2022-01-11,2022-01-11,1,1000.0,760.0,1551.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00502,2022-06-22,2022-01-21,2,21000.0,8875.0,1389.0,[已隱蔽],,一般,2,4,5,11,At Risk 流失中
CUS_00503,2023-08-01,2022-02-26,2,29900.0,14699.2,984.0,[已隱蔽],,一般,3,4,5,12,Others
CUS_00504,2023-10-20,2023-10-20,1,3000.0,2550.0,904.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00506,2025-02-14,2025-02-14,1,1200.0,1000.0,421.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00507,2023-03-31,2023-03-31,1,3100.0,1742.0,1107.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00508,2023-01-10,2023-01-10,1,2000.0,1450.0,1187.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00511,2022-11-16,2022-11-16,1,2500.0,2050.0,1242.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00512,2023-05-23,2023-03-13,4,10950.0,7292.0,1054.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00513,2022-11-12,2022-11-12,1,7700.0,3340.0,1246.0,[已隱蔽],,一般,2,2,4,8,Lost 已流失
CUS_00514,2022-10-28,2022-07-07,3,12650.0,7175.0,1261.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00515,2025-03-13,2025-03-13,1,1750.0,1060.0,394.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00517,2023-03-15,2023-03-15,1,18000.0,10100.0,1123.0,[已隱蔽],,一般,2,2,5,9,Lost 已流失
CUS_00518,2023-03-20,2023-02-16,2,12800.0,8450.0,1118.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00519,2023-08-10,2023-08-10,1,2890.0,2131.4,975.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00521,2023-05-20,2023-05-20,1,18100.0,6820.0,1057.0,[已隱蔽],,一般,2,2,5,9,Lost 已流失
CUS_00522,2024-07-13,2024-07-13,1,7200.0,4495.0,637.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00525,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00526,2024-05-23,2024-05-23,1,4200.0,2400.0,688.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00527,2023-11-16,2023-11-16,1,4700.0,2800.0,877.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00528,2023-07-07,2023-07-07,1,9150.0,6310.0,1009.0,[已隱蔽],,一般,3,2,4,9,Others
CUS_00530,2024-05-14,2023-05-09,4,12700.0,7050.0,697.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00531,2023-10-27,2023-10-05,3,10150.0,6330.0,897.0,[已隱蔽],,一般,3,4,4,11,Others
CUS_00535,2024-03-27,2024-03-27,1,1000.0,760.0,745.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00536,2025-02-24,2025-02-19,2,9600.0,7492.0,411.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00537,2024-09-24,2024-09-24,1,10100.0,6632.0,564.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00539,2024-04-08,2024-04-08,1,1500.0,1050.0,733.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00540,2024-07-06,2024-07-06,1,6400.0,3465.0,644.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00541,2024-11-21,2024-11-21,1,11000.0,6349.0,506.0,[已隱蔽],,一般,4,2,4,10,New 新客
CUS_00546,2025-01-09,2025-01-09,1,4990.0,490.0,457.0,[已隱蔽],,一般,4,2,3,9,New 新客
CUS_00548,2021-10-11,2021-10-11,1,3500.0,1440.0,1643.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00549,2024-09-04,2020-08-31,12,8530.0,4045.0,584.0,[已隱蔽],,一般,4,5,4,13,Champions 黃金客
CUS_00550,2022-05-30,2021-01-14,2,8150.0,4085.0,1412.0,[已隱蔽],,一般,2,4,4,10,At Risk 流失中
CUS_00554,2024-03-11,2020-12-22,9,21050.0,9890.0,761.0,[已隱蔽],,一般,3,5,5,13,Others
CUS_00556,2025-04-02,2021-03-05,7,28600.0,11500.0,374.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00557,2024-03-15,2021-10-29,9,31300.0,14830.0,757.0,[已隱蔽],,一般,3,5,5,13,Others
CUS_00559,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00562,2023-10-17,2023-10-17,1,5500.0,1000.0,907.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00563,2024-06-13,2024-06-13,1,700.0,350.0,667.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00564,2020-08-25,2020-08-25,1,1500.0,500.0,2055.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00565,2021-04-08,2021-04-08,1,3500.0,1930.0,1829.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00566,2022-06-02,2022-06-02,1,1200.0,600.0,1409.0,[已隱蔽],,一般,2,2,1,5,Lost 已流失
CUS_00567,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00568,2024-07-23,2024-07-23,1,4000.0,2000.0,627.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00569,2021-01-07,2021-01-07,1,600.0,410.0,1920.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00570,2024-10-01,2024-02-09,2,3000.0,2200.0,557.0,[已隱蔽],,一般,4,4,2,10,Loyal 忠實客
CUS_00571,2024-12-19,2024-12-11,2,10700.0,7259.0,478.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00572,2023-05-25,2020-11-02,7,14250.0,7255.0,1052.0,[已隱蔽],,一般,2,5,4,11,At Risk 流失中
CUS_00574,2025-02-24,2025-02-24,1,350.0,200.0,411.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00575,2024-04-29,2023-06-07,2,5000.0,1920.0,712.0,[已隱蔽],,一般,3,4,3,10,Others
CUS_00576,2024-11-14,2021-01-02,4,15450.0,10293.0,513.0,[已隱蔽],,一般,4,4,5,13,Champions 黃金客
CUS_00578,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00579,2021-11-05,2021-11-05,1,5200.0,3180.0,1618.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00580,2022-10-27,2022-10-27,1,6500.0,2000.0,1262.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00581,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00582,2021-12-06,2021-12-06,1,3050.0,2135.0,1587.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00583,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00584,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00585,2021-11-05,2021-11-05,1,1100.0,620.0,1618.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00586,2024-12-13,2024-12-13,1,200.0,165.0,484.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00587,2020-12-25,2020-09-28,3,13300.0,2080.0,1933.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00589,2021-11-17,2021-11-17,1,900.0,640.0,1606.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00590,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00591,2023-04-15,2023-04-15,1,15000.0,5500.0,1092.0,[已隱蔽],,一般,2,2,5,9,Lost 已流失
CUS_00592,2024-12-15,2024-02-06,2,10800.0,6440.0,482.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00593,2024-08-30,2024-08-30,1,2000.0,1550.0,589.0,[已隱蔽],,一般,4,2,1,7,New 新客
CUS_00595,2021-11-08,2021-11-08,1,400.0,260.0,1615.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00596,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00597,2024-03-15,2024-03-15,1,3500.0,1500.0,757.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00599,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00600,2022-09-22,2022-09-22,1,7000.0,1800.0,1297.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00601,2020-10-05,2020-10-05,1,3000.0,1820.0,2014.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00602,2020-12-16,2020-09-25,2,12450.0,8790.0,1942.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00603,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00604,2022-01-21,2022-01-21,1,4455.0,2715.0,1541.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00606,2021-10-23,2021-09-11,2,8800.0,4910.0,1631.0,[已隱蔽],,一般,1,4,4,9,At Risk 流失中
CUS_00607,2024-12-23,2023-03-01,2,6650.0,2945.0,474.0,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00608,2021-09-04,2021-09-04,1,1400.0,900.0,1680.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00609,2025-01-21,2024-03-11,2,7000.0,4530.0,445.0,[已隱蔽],,一般,4,4,3,11,Loyal 忠實客
CUS_00610,2020-12-12,2020-12-12,1,1998.0,1098.0,1946.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00612,2024-03-11,2024-03-11,1,2900.0,1180.0,761.0,[已隱蔽],,一般,3,2,2,7,Others
CUS_00613,2022-03-19,2022-03-19,1,5900.0,4550.0,1484.0,[已隱蔽],,一般,2,2,3,7,Lost 已流失
CUS_00614,2021-02-03,2021-02-03,1,6900.0,4997.0,1893.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00615,2024-05-06,2020-08-06,22,120250.0,72021.2,705.0,[已隱蔽],,一般,3,5,5,13,Others
CUS_00619,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00620,2022-06-24,2022-06-24,1,3000.0,0.0,1387.0,[已隱蔽],,一般,2,2,2,6,Lost 已流失
CUS_00621,2022-01-14,2022-01-14,1,1000.0,810.0,1548.0,[已隱蔽],,一般,1,2,1,4,Lost 已流失
CUS_00622,2024-08-27,2022-01-30,6,38710.0,23938.0,592.0,[已隱蔽],,一般,4,5,5,14,Champions 黃金客
CUS_00623,2023-08-18,2023-08-18,1,5500.0,3200.0,967.0,[已隱蔽],,一般,3,2,3,8,Others
CUS_00624,2021-04-27,2020-11-14,3,17500.0,6900.0,1810.0,[已隱蔽],,一般,1,4,5,10,At Risk 流失中
CUS_00625,2022-01-10,2022-01-10,1,2650.0,2020.0,1552.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00626,2021-10-18,2021-10-18,1,4200.0,1975.0,1636.0,[已隱蔽],,一般,1,2,3,6,Lost 已流失
CUS_00627,2023-10-28,2023-10-28,1,2299.0,799.0,896.0,[已隱蔽],,一般,3,2,1,6,Others
CUS_00628,2022-01-17,2022-01-17,1,2700.0,600.0,1545.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00629,,,0,0.0,,,[已隱蔽],,,,,,,
CUS_00631,2024-10-01,2024-01-01,2,8800.0,2950.0,557.0,[已隱蔽],,一般,4,4,4,12,Champions 黃金客
CUS_00636,2021-08-07,2020-08-04,4,21900.0,13430.0,1708.0,[已隱蔽],,一般,1,4,5,10,At Risk 流失中
CUS_00637,2021-09-23,2021-09-23,1,2600.0,1800.0,1661.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00640,2020-11-09,2020-11-09,1,3760.0,2645.0,1979.0,[已隱蔽],,一般,1,2,2,5,Lost 已流失
CUS_00641,2024-09-27,2024-09-27,1,8000.0,5909.0,561.0,[已隱蔽],,一般,4,2,4,10,New 新客
