cusno,cusnm,revenue,margin,orders,margin_rate
CUS_00113,[已隱蔽],4000.0,2530.0,1,0.6325
CUS_00316,[已隱蔽],4290.0,2525.0,1,0.5885780885780886
CUS_00432,[已隱蔽],3730.0,2524.7,1,0.6768632707774799
CUS_00162,[已隱蔽],5200.0,2505.0,2,0.48173076923076924
CUS_00099,[已隱蔽],4800.0,2500.0,2,0.5208333333333334
CUS_00449,[已隱蔽],7500.0,2500.0,1,0.3333333333333333
CUS_00345,[已隱蔽],8499.0,2499.0,1,0.2940345923049771
CUS_00146,[已隱蔽],3000.0,2460.0,1,0.82
CUS_00421,[已隱蔽],4700.0,2460.0,1,0.5234042553191489
CUS_00083,[已隱蔽],4952.0,2452.0,1,0.49515347334410337
CUS_00232,[已隱蔽],3200.0,2410.0,1,0.753125
CUS_00526,[已隱蔽],4200.0,2400.0,1,0.5714285714285714
CUS_00410,[已隱蔽],4400.0,2394.5,2,0.5442045454545454
CUS_00652,[已隱蔽],4000.0,2390.0,2,0.5975
CUS_00048,[已隱蔽],3250.0,2350.0,1,0.7230769230769231
CUS_00467,[已隱蔽],3500.0,2350.0,1,0.6714285714285714
CUS_00646,,4400.0,2341.0,3,0.5320454545454546
CUS_00106,[已隱蔽],4200.0,2340.0,1,0.5571428571428572
CUS_00399,[已隱蔽],3800.0,2325.0,1,0.6118421052631579
CUS_00373,[已隱蔽],3800.0,2318.0,1,0.61
CUS_00726,[已隱蔽],6500.0,2300.0,1,0.35384615384615387
CUS_00492,[已隱蔽],4225.0,2295.0,2,0.5431952662721894
CUS_00249,[已隱蔽],3900.0,2275.0,1,0.5833333333333334
CUS_00431,[已隱蔽],3700.0,2270.0,3,0.6135135135135135
CUS_00320,[已隱蔽],3950.0,2270.0,1,0.5746835443037974
CUS_00293,[已隱蔽],4200.0,2265.0,1,0.5392857142857143
CUS_00282,[已隱蔽],3800.0,2250.0,3,0.5921052631578947
CUS_00227,[已隱蔽],3000.0,2250.0,1,0.75
CUS_00458,[已隱蔽],3550.0,2235.0,1,0.6295774647887324
CUS_00570,[已隱蔽],3000.0,2200.0,2,0.7333333333333333
CUS_00408,[已隱蔽],2900.0,2200.0,1,0.7586206896551724
CUS_00452,[已隱蔽],3300.0,2200.0,1,0.6666666666666666
CUS_00402,[已隱蔽],2950.0,2200.0,1,0.7457627118644068
CUS_00060,[已隱蔽],3499.0,2199.0,1,0.6284652757930838
CUS_00238,[已隱蔽],4000.0,2190.0,1,0.5475
CUS_00337,[已隱蔽],7350.0,2150.0,1,0.2925170068027211
CUS_00552,[已隱蔽],4300.0,2150.0,1,0.5
CUS_00155,[已隱蔽],3200.0,2147.6,1,0.671125
CUS_00001,[已隱蔽],2950.0,2138.5,1,0.7249152542372881
CUS_00582,[已隱蔽],3050.0,2135.0,1,0.7
CUS_00519,[已隱蔽],2890.0,2131.4,1,0.7375086505190311
CUS_00276,[已隱蔽],3100.0,2130.0,1,0.6870967741935484
CUS_00226,[已隱蔽],3500.0,2100.0,1,0.6
CUS_00516,[已隱蔽],4000.0,2100.0,1,0.525
CUS_00069,[已隱蔽],3000.0,2100.0,1,0.7
CUS_00312,[已隱蔽],3000.0,2100.0,1,0.7
CUS_00364,[已隱蔽],3000.0,2100.0,2,0.7
CUS_00100,                                                            ,3450.0,2100.0,1,0.6086956521739131
CUS_00405,[已隱蔽],3449.0,2099.0,1,0.6085821977384749
CUS_00587,[已隱蔽],13300.0,2080.0,3,0.15639097744360902
CUS_00369,[已隱蔽],3000.0,2078.0,1,0.6926666666666667
CUS_00677,[已隱蔽],4300.0,2060.0,1,0.4790697674418605
CUS_00124,[已隱蔽],5749.0,2054.0,1,0.357279526874239
CUS_00439,[已隱蔽],6500.0,2050.0,1,0.3153846153846154
CUS_00284,[已隱蔽],2500.0,2050.0,1,0.82
CUS_00511,[已隱蔽],2500.0,2050.0,1,0.82
CUS_00625,[已隱蔽],2650.0,2020.0,1,0.7622641509433963
CUS_00289,[已隱蔽],3450.0,2020.0,1,0.5855072463768116
CUS_00187,[已隱蔽],3300.0,2010.0,1,0.6090909090909091
CUS_00176,[已隱蔽],5000.0,2000.0,1,0.4
CUS_00164,[已隱蔽],2000.0,2000.0,1,1.0
CUS_00580,[已隱蔽],6500.0,2000.0,1,0.3076923076923077
CUS_00261,[已隱蔽],3000.0,2000.0,1,0.6666666666666666
CUS_00102,[已隱蔽],3400.0,2000.0,1,0.5882352941176471
CUS_00488,[已隱蔽],3500.0,2000.0,1,0.5714285714285714
CUS_00468,[已隱蔽],3500.0,2000.0,1,0.5714285714285714
CUS_00018,[已隱蔽],2000.0,2000.0,1,1.0
CUS_00304,[已隱蔽],4600.0,2000.0,1,0.43478260869565216
CUS_00568,[已隱蔽],4000.0,2000.0,1,0.5
CUS_00378,[已隱蔽],3500.0,2000.0,1,0.5714285714285714
CUS_00626,[已隱蔽],4200.0,1975.0,1,0.47023809523809523
CUS_00138,[已隱蔽],4400.0,1965.0,2,0.4465909090909091
CUS_00565,[已隱蔽],3500.0,1930.0,1,0.5514285714285714
CUS_00575,[已隱蔽],5000.0,1920.0,2,0.384
CUS_00711,[已隱蔽],2750.0,1915.0,1,0.6963636363636364
CUS_00195,[已隱蔽],3200.0,1910.0,1,0.596875
CUS_00328,[已隱蔽],7500.0,1900.0,1,0.25333333333333335
CUS_00034,[已隱蔽],3000.0,1900.0,1,0.6333333333333333
CUS_00036,[已隱蔽],5000.0,1900.0,1,0.38
CUS_00137,[已隱蔽],5750.0,1890.0,4,0.32869565217391306
CUS_00111,[已隱蔽],3000.0,1880.0,1,0.6266666666666667
CUS_00486,[已隱蔽],2800.0,1880.0,1,0.6714285714285714
CUS_00383,[已隱蔽],2400.0,1875.0,1,0.78125
CUS_00198,[已隱蔽],3000.0,1870.0,1,0.6233333333333333
CUS_00688,[已隱蔽],2500.0,1870.0,1,0.748
CUS_00617,[已隱蔽],3650.0,1860.0,3,0.5095890410958904
CUS_00686,[已隱蔽],4000.0,1850.0,2,0.4625
CUS_00352,[已隱蔽],7700.0,1840.0,4,0.23896103896103896
CUS_00332,[已隱蔽],3500.0,1825.0,1,0.5214285714285715
CUS_00601,[已隱蔽],3000.0,1820.0,1,0.6066666666666667
CUS_00477,[已隱蔽],2550.0,1810.0,1,0.7098039215686275
CUS_00425,[已隱蔽],4500.0,1800.0,1,0.4
CUS_00701,[已隱蔽],5600.0,1800.0,1,0.32142857142857145
CUS_00600,[已隱蔽],7000.0,1800.0,1,0.2571428571428571
CUS_00637,[已隱蔽],2600.0,1800.0,1,0.6923076923076923
CUS_00045,[已隱蔽],2300.0,1790.0,1,0.7782608695652173
CUS_00212,[已隱蔽],3000.0,1770.0,2,0.59
CUS_00728,[已隱蔽],2500.0,1770.0,2,0.708
CUS_00374,[已隱蔽],3000.0,1750.0,1,0.5833333333333334
CUS_00680,[已隱蔽],3000.0,1750.0,1,0.5833333333333334
CUS_00061,[已隱蔽],2750.0,1750.0,1,0.6363636363636364
CUS_00507,[已隱蔽],3100.0,1742.0,1,0.5619354838709677
CUS_00509,[已隱蔽],2575.0,1702.4,2,0.661126213592233
CUS_00447,[已隱蔽],2000.0,1700.0,1,0.85
CUS_00474,[已隱蔽],2800.0,1700.0,1,0.6071428571428571
CUS_00039,[已隱蔽],2500.0,1700.0,1,0.68
CUS_00233,[已隱蔽],2500.0,1700.0,1,0.68
CUS_00662,[已隱蔽],5500.0,1700.0,1,0.3090909090909091
CUS_00007,[已隱蔽],2000.0,1690.0,1,0.845
CUS_00143,[已隱蔽],2575.0,1675.0,1,0.6504854368932039
CUS_00090,[已隱蔽],3000.0,1670.0,1,0.5566666666666666
CUS_00470,[已隱蔽],2200.0,1660.0,1,0.7545454545454545
CUS_00024,[已隱蔽],5400.0,1650.0,1,0.3055555555555556
CUS_00154,[已隱蔽],2000.0,1620.0,1,0.81
CUS_00428,[已隱蔽],2650.0,1618.7,1,0.6108301886792453
CUS_00724,[已隱蔽],3400.0,1604.0,1,0.4717647058823529
CUS_00676,[已隱蔽],2000.0,1600.0,2,0.8
CUS_00698,[已隱蔽],2000.0,1600.0,1,0.8
CUS_00092,[已隱蔽],3500.0,1600.0,1,0.45714285714285713
CUS_00426,[已隱蔽],2800.0,1600.0,1,0.5714285714285714
CUS_00209,[已隱蔽],1850.0,1600.0,1,0.8648648648648649
CUS_00465,[已隱蔽],3500.0,1600.0,1,0.45714285714285713
CUS_00459,[已隱蔽],3900.0,1560.0,1,0.4
CUS_00420,[已隱蔽],2350.0,1550.0,1,0.6595744680851063
CUS_00473,[已隱蔽],2000.0,1550.0,1,0.775
CUS_00593,[已隱蔽],2000.0,1550.0,1,0.775
CUS_00441,[已隱蔽],4200.0,1550.0,1,0.36904761904761907
CUS_00250,[已隱蔽],3000.0,1550.0,1,0.5166666666666667
CUS_00534,[已隱蔽],2499.0,1549.0,1,0.6198479391756703
CUS_00310,[已隱蔽],2450.0,1548.0,1,0.6318367346938776
CUS_00314,[已隱蔽],2600.0,1545.0,1,0.5942307692307692
CUS_00125,[已隱蔽],2300.0,1540.0,1,0.6695652173913044
CUS_00170,[已隱蔽],2700.0,1520.0,1,0.562962962962963
CUS_00053,[已隱蔽],2800.0,1500.0,1,0.5357142857142857
CUS_00597,[已隱蔽],3500.0,1500.0,1,0.42857142857142855
CUS_00406,[已隱蔽],6000.0,1500.0,1,0.25
CUS_00255,[已隱蔽],3500.0,1500.0,1,0.42857142857142855
CUS_00237,[已隱蔽],3300.0,1500.0,1,0.45454545454545453
CUS_00663,[已隱蔽],2300.0,1500.0,1,0.6521739130434783
CUS_00338,[已隱蔽],2800.0,1490.0,1,0.5321428571428571
CUS_00401,[已隱蔽],2300.0,1485.0,1,0.6456521739130435
CUS_00659,[已隱蔽],2700.0,1480.0,2,0.5481481481481482
CUS_00336,[已隱蔽],1999.0,1479.0,1,0.7398699349674838
CUS_00078,[已隱蔽],3700.0,1470.0,1,0.3972972972972973
CUS_00725,[已隱蔽],2950.0,1470.0,1,0.49830508474576274
CUS_00696,[已隱蔽],4200.0,1470.0,1,0.35
CUS_00073,[已隱蔽],2000.0,1450.0,1,0.725
CUS_00508,[已隱蔽],2000.0,1450.0,1,0.725
CUS_00548,[已隱蔽],3500.0,1440.0,1,0.4114285714285714
CUS_00412,[已隱蔽],2000.0,1400.0,1,0.7
CUS_00348,[已隱蔽],1700.0,1400.0,1,0.8235294117647058
CUS_00145,[已隱蔽],2600.0,1400.0,1,0.5384615384615384
CUS_00140,[已隱蔽],2600.0,1400.0,1,0.5384615384615384
CUS_00487,[已隱蔽],3100.0,1375.0,1,0.4435483870967742
CUS_00004,[已隱蔽],2350.0,1370.0,1,0.5829787234042553
CUS_00093,[已隱蔽],1800.0,1365.0,1,0.7583333333333333
CUS_00454,[已隱蔽],1600.0,1346.0,1,0.84125
CUS_00156,[已隱蔽],1450.0,1330.0,2,0.9172413793103448
CUS_00011,[已隱蔽],4250.0,1320.0,1,0.31058823529411766
CUS_00577,[已隱蔽],3649.0,1319.0,2,0.3614688955878323
CUS_00632,[已隱蔽],1600.0,1314.0,1,0.82125
CUS_00456,[已隱蔽],3000.0,1300.0,1,0.43333333333333335
CUS_00633,[已隱蔽],2000.0,1300.0,1,0.65
CUS_00611,[已隱蔽],2800.0,1300.0,1,0.4642857142857143
CUS_00368,[已隱蔽],2500.0,1300.0,1,0.52
CUS_00407,[已隱蔽],2500.0,1300.0,1,0.52
CUS_00200,[已隱蔽],3800.0,1300.0,1,0.34210526315789475
CUS_00409,[已隱蔽],2100.0,1290.0,1,0.6142857142857143
CUS_00003,[已隱蔽],1400.0,1290.0,1,0.9214285714285714
CUS_00210,[已隱蔽],1800.0,1280.0,1,0.7111111111111111
CUS_00382,[已隱蔽],2100.0,1279.0,1,0.6090476190476191
CUS_00729,[已隱蔽],2100.0,1275.0,1,0.6071428571428571
CUS_00325,[已隱蔽],1500.0,1250.0,1,0.8333333333333334
CUS_00129,[已隱蔽],3150.0,1250.0,1,0.3968253968253968
CUS_00469,[已隱蔽],1500.0,1240.0,1,0.8266666666666667
CUS_00152,[已隱蔽],1700.0,1230.0,1,0.7235294117647059
CUS_00434,[已隱蔽],2000.0,1220.0,1,0.61
CUS_00545,[已隱蔽],1500.0,1210.0,1,0.8066666666666666
CUS_00033,[已隱蔽],2500.0,1200.0,1,0.48
CUS_00655,[已隱蔽],2500.0,1200.0,1,0.48
CUS_00128,[已隱蔽],2900.0,1200.0,1,0.41379310344827586
CUS_00324,[已隱蔽],1900.0,1200.0,1,0.631578947368421
CUS_00305,[已隱蔽],7700.0,1200.0,1,0.15584415584415584
CUS_00101,[已隱蔽],4000.0,1182.0,1,0.2955
CUS_00612,[已隱蔽],2900.0,1180.0,1,0.4068965517241379
CUS_00732,[已隱蔽],1800.0,1170.0,1,0.65
CUS_00440,[已隱蔽],2150.0,1150.0,1,0.5348837209302325
CUS_00721,[已隱蔽],1900.0,1120.0,1,0.5894736842105263
CUS_00023,[已隱蔽],1500.0,1100.0,1,0.7333333333333333
CUS_00414,[已隱蔽],1500.0,1100.0,1,0.7333333333333333
CUS_00194,[已隱蔽],4000.0,1100.0,1,0.275
CUS_00466,[已隱蔽],1500.0,1100.0,1,0.7333333333333333
CUS_00505,[已隱蔽],3500.0,1100.0,1,0.3142857142857143
CUS_00234,[已隱蔽],3000.0,1100.0,1,0.36666666666666664
CUS_00481,[已隱蔽],1500.0,1100.0,1,0.7333333333333333
CUS_00610,[已隱蔽],1998.0,1098.0,1,0.5495495495495496
CUS_00178,[已隱蔽],1600.0,1090.0,1,0.68125
CUS_00515,[已隱蔽],1750.0,1060.0,1,0.6057142857142858
CUS_00539,[已隱蔽],1500.0,1050.0,1,0.7
CUS_00485,[已隱蔽],1300.0,1050.0,1,0.8076923076923077
CUS_00307,[已隱蔽],1200.0,1036.4,1,0.8636666666666667
CUS_00661,[已隱蔽],2180.0,1016.0,2,0.46605504587155966
CUS_00327,[已隱蔽],1500.0,1010.0,1,0.6733333333333333
CUS_00070,[已隱蔽],1500.0,1000.0,1,0.6666666666666666
CUS_00115,[已隱蔽],3500.0,1000.0,1,0.2857142857142857
CUS_00562,[已隱蔽],5500.0,1000.0,1,0.18181818181818182
CUS_00506,[已隱蔽],1200.0,1000.0,1,0.8333333333333334
CUS_00157,[已隱蔽],2500.0,1000.0,1,0.4
CUS_00142,[已隱蔽],3500.0,1000.0,1,0.2857142857142857
CUS_00147,[已隱蔽],2000.0,1000.0,1,0.5
CUS_00361,[已隱蔽],2500.0,1000.0,1,0.4
CUS_00186,[已隱蔽],1200.0,1000.0,1,0.8333333333333334
CUS_00050,[已隱蔽],2000.0,1000.0,1,0.5
CUS_00616,[已隱蔽],2200.0,1000.0,1,0.45454545454545453
CUS_00319,[已隱蔽],12500.0,1000.0,1,0.08
CUS_00703,[已隱蔽],2500.0,1000.0,1,0.4
CUS_00029,[已隱蔽],1500.0,1000.0,1,0.6666666666666666
CUS_00543,[已隱蔽],1749.0,995.0,1,0.5688965122927387
CUS_00380,[已隱蔽],2900.0,990.0,1,0.3413793103448276
CUS_00168,[已隱蔽],1900.0,980.0,1,0.5157894736842106
CUS_00285,[已隱蔽],1200.0,940.0,1,0.7833333333333333
CUS_00489,[已隱蔽],3000.0,940.0,1,0.31333333333333335
CUS_00690,[已隱蔽],1400.0,920.0,1,0.6571428571428571
CUS_00705,[已隱蔽],2400.0,920.0,2,0.38333333333333336
CUS_00049,[已隱蔽],2350.0,920.0,1,0.39148936170212767
CUS_00608,[已隱蔽],1400.0,900.0,1,0.6428571428571429
CUS_00228,[已隱蔽],2000.0,900.0,1,0.45
CUS_00418,[已隱蔽],2900.0,900.0,1,0.3103448275862069
CUS_00065,[已隱蔽],4300.0,900.0,1,0.20930232558139536
CUS_00104,[已隱蔽],1999.0,899.0,1,0.4497248624312156
CUS_00040,[已隱蔽],1000.0,850.0,1,0.85
CUS_00295,[已隱蔽],1000.0,850.0,1,0.85
CUS_00144,[已隱蔽],3000.0,846.0,1,0.282
CUS_00253,[已隱蔽],1000.0,830.0,1,0.83
CUS_00621,[已隱蔽],1000.0,810.0,1,0.81
CUS_00734,[已隱蔽],2500.0,800.0,1,0.32
CUS_00446,[已隱蔽],1000.0,800.0,1,0.8
CUS_00122,[已隱蔽],800.0,800.0,1,1.0
CUS_00400,[已隱蔽],2499.0,799.0,1,0.3197278911564626
CUS_00627,[已隱蔽],2299.0,799.0,1,0.3475424097433667
CUS_00660,[已隱蔽],2571.0,771.0,1,0.2998833138856476
CUS_00535,[已隱蔽],1000.0,760.0,1,0.76
CUS_00501,[已隱蔽],1000.0,760.0,1,0.76
CUS_00185,[已隱蔽],2500.0,750.0,1,0.3
CUS_00667,[已隱蔽],1000.0,740.0,1,0.74
CUS_00141,[已隱蔽],1780.0,740.0,1,0.4157303370786517
CUS_00710,[已隱蔽],2800.0,700.0,1,0.25
CUS_00700,[已隱蔽],2800.0,700.0,1,0.25
CUS_00247,[已隱蔽],3500.0,700.0,1,0.2
CUS_00218,[已隱蔽],1000.0,700.0,1,0.7
CUS_00109,[已隱蔽],1150.0,700.0,1,0.6086956521739131
CUS_00358,[已隱蔽],1209.0,669.0,1,0.5533498759305211
CUS_00684,[已隱蔽],1000.0,652.0,1,0.652
CUS_00403,[已隱蔽],1000.0,650.0,1,0.65
CUS_00589,[已隱蔽],900.0,640.0,1,0.7111111111111111
CUS_00242,[已隱蔽],1299.0,639.0,1,0.49191685912240185
CUS_00315,[已隱蔽],800.0,630.0,1,0.7875
CUS_00585,[已隱蔽],1100.0,620.0,1,0.5636363636363636
CUS_00566,[已隱蔽],1200.0,600.0,1,0.5
CUS_00169,[已隱蔽],1200.0,600.0,1,0.5
CUS_00628,[已隱蔽],2700.0,600.0,1,0.2222222222222222
CUS_00225,[已隱蔽],950.0,600.0,1,0.631578947368421
CUS_00222,[已隱蔽],900.0,600.0,1,0.6666666666666666
CUS_00687,[已隱蔽],900.0,550.0,1,0.6111111111111112
CUS_00139,[已隱蔽],4000.0,550.0,1,0.1375
CUS_00564,[已隱蔽],1500.0,500.0,1,0.3333333333333333
CUS_00719,[已隱蔽],3500.0,500.0,1,0.14285714285714285
CUS_00461,[已隱蔽],900.0,500.0,1,0.5555555555555556
CUS_00445,[已隱蔽],2300.0,500.0,1,0.21739130434782608
CUS_00130,[已隱蔽],3500.0,500.0,1,0.14285714285714285
CUS_00546,[已隱蔽],4990.0,490.0,1,0.09819639278557114
CUS_00245,[已隱蔽],4990.0,490.0,1,0.09819639278557114
CUS_00394,[已隱蔽],700.0,490.0,1,0.7
CUS_00480,[已隱蔽],810.0,485.0,1,0.5987654320987654
CUS_00080,[已隱蔽],900.0,480.0,1,0.5333333333333333
CUS_00605,[已隱蔽],600.0,460.0,1,0.7666666666666667
CUS_00560,[已隱蔽],2300.0,450.0,1,0.1956521739130435
CUS_00207,[已隱蔽],650.0,450.0,1,0.6923076923076923
CUS_00286,[已隱蔽],799.0,449.0,1,0.5619524405506884
CUS_00569,[已隱蔽],600.0,410.0,1,0.6833333333333333
CUS_00653,[已隱蔽],1000.0,400.0,1,0.4
CUS_00644,[已隱蔽],3000.0,400.0,1,0.13333333333333333
CUS_00025,[已隱蔽],800.0,400.0,1,0.5
CUS_00650,[已隱蔽],2000.0,400.0,1,0.2
CUS_00713,[已隱蔽],800.0,400.0,1,0.5
CUS_00639,[已隱蔽],850.0,390.0,2,0.4588235294117647
CUS_00563,[已隱蔽],700.0,350.0,1,0.5
CUS_00377,[已隱蔽],1300.0,350.0,1,0.2692307692307692
CUS_00134,[已隱蔽],950.0,350.0,1,0.3684210526315789
CUS_00082,[已隱蔽],550.0,338.2,2,0.6149090909090908
CUS_00707,[已隱蔽],600.0,320.0,1,0.5333333333333333
CUS_00095,[已隱蔽],300.0,300.0,1,1.0
CUS_00422,[已隱蔽],300.0,300.0,1,1.0
CUS_00645,[已隱蔽],750.0,300.0,1,0.4
CUS_00697,[已隱蔽],550.0,280.0,1,0.509090909090909
CUS_00595,[已隱蔽],400.0,260.0,1,0.65
CUS_00574,[已隱蔽],350.0,200.0,1,0.5714285714285714
CUS_00586,[已隱蔽],200.0,165.0,1,0.825
CUS_00716,[已隱蔽],300.0,162.0,1,0.54
CUS_00695,[已隱蔽],200.0,118.0,1,0.59
CUS_00573,[已隱蔽],150.0,65.0,1,0.43333333333333335
CUS_00620,[已隱蔽],3000.0,0.0,1,0.0
CUS_00673,[已隱蔽],1500.0,-2360.0,1,-1.5733333333333333
