relno,stockno,facno,rdate,note1,toacc
112[車牌][電話],GF ,FAC_00014,2023-03-30 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-04-06 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-04-07 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-04-13 00:00:00,,
112[車牌][電話],GF ,FAC_00047,2023-03-03 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-04-25 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-04-25 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-04-25 00:00:00,,
112[車牌][電話],GF ,FAC_00028,2023-04-26 00:00:00,,
112[車牌][電話],GF ,FAC_00050,2023-05-02 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-05-02 00:00:00,,
112[車牌][電話],GF ,FAC_00019,2023-05-04 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-05-05 00:00:00,,
112[車牌][電話],GF ,FAC_00064,2023-05-05 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-05-05 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-05-10 00:00:00,,
112[車牌][電話],GF ,FAC_00044,2023-05-10 00:00:00,,
112[車牌][電話],GF ,FAC_00053,2023-05-11 00:00:00,,
112[車牌][電話],GF ,FAC_00047,2023-05-11 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-05-12 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-05-12 00:00:00,,
112[車牌][電話],GF ,FAC_00024,2023-05-23 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-05-26 00:00:00,,
112[車牌][電話],GF ,FAC_00044,2023-05-27 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-05-30 00:00:00,,
112[車牌][電話],GF ,FAC_00019,2023-05-31 00:00:00,,
112[車牌][電話],GF ,FAC_00006,2023-05-31 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-06-01 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-06-02 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-06-05 00:00:00,,
112[車牌][電話],GF ,FAC_00064,2023-06-05 00:00:00,,
112[車牌][電話],GF ,FAC_00031,2023-06-05 00:00:00,,
112[車牌][電話],GF ,FAC_00047,2023-06-05 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-06-05 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-06-06 00:00:00,,
112[車牌][電話],GF ,FAC_00044,2023-06-08 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-06-27 00:00:00,,
112[車牌][電話],GF ,FAC_00063,2023-06-28 00:00:00,,
112[車牌][電話],GF ,FAC_00004,2023-06-30 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-07-05 00:00:00,,
112[車牌][電話],GF ,FAC_00060,2023-07-05 00:00:00,,
112[車牌][電話],GF ,FAC_00054,2023-07-05 00:00:00,,
112[車牌][電話],GF ,FAC_00028,2023-07-06 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-07-06 00:00:00,,
112[車牌][電話],GF ,FAC_00061,2023-07-06 00:00:00,,
112[車牌][電話],GF ,FAC_00050,2023-07-11 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-07-25 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-07-26 00:00:00,,
112[車牌][電話],GF ,FAC_00019,2023-07-26 00:00:00,,
112[車牌][電話],GF ,FAC_00014,2023-07-27 00:00:00,,
112[車牌][電話],GF ,FAC_00038,2023-07-31 00:00:00,,
112[車牌][電話],GF ,FAC_00024,2023-08-01 00:00:00,,
112[車牌][電話],GF ,FAC_00032,2023-08-02 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-08-02 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-08-07 00:00:00,,
112[車牌][電話],GF ,FAC_00047,2023-08-07 00:00:00,,
112[車牌][電話],GF ,FAC_00028,2023-08-22 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-08-28 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-08-28 00:00:00,,
112[車牌][電話],GF ,FAC_00019,2023-09-04 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-09-04 00:00:00,,
112[車牌][電話],GF ,FAC_00064,2023-09-04 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-09-04 00:00:00,,
112[車牌][電話],GF ,FAC_00044,2023-09-08 00:00:00,,
112[車牌][電話],GF ,FAC_00003,2023-09-13 00:00:00,,
112[車牌][電話],GF ,FAC_00024,2023-09-26 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-09-27 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-10-04 00:00:00,,
112[車牌][電話],GF ,FAC_00050,2023-10-05 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-10-16 00:00:00,,
112[車牌][電話],GF ,FAC_00014,2023-10-18 00:00:00,,
112[車牌][電話],GF ,FAC_00028,2023-10-26 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-10-27 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-10-30 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-11-02 00:00:00,,
112[車牌][電話],GF ,FAC_00058,2023-11-03 00:00:00,,
112[車牌][電話],GF ,FAC_00035,2023-11-04 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-11-06 00:00:00,,
112[車牌][電話],GF ,FAC_00050,2023-11-07 00:00:00,,
112[車牌][電話],GF ,FAC_00024,2023-11-07 00:00:00,,
112[車牌][電話],GF ,FAC_00044,2023-11-17 00:00:00,,
112[車牌][電話],GF ,FAC_00024,2023-11-29 00:00:00,,
113[車牌][電話],GF ,FAC_00029,2024-02-02 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-02-05 00:00:00,,
113[車牌][電話],GF ,FAC_00060,2024-02-05 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-02-05 00:00:00,,
113[車牌][電話],GF ,FAC_00035,2024-02-06 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-02-08 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-02-16 00:00:00,,
113[車牌][電話],GF ,FAC_00028,2024-02-21 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-02-26 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-03-01 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-03-01 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-03-01 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-03-04 00:00:00,,
113[車牌][電話],GF ,FAC_00003,2024-03-04 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-03-07 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-03-08 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-03-13 00:00:00,,
113[車牌][電話],GF ,FAC_00004,2024-03-25 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-03-27 00:00:00,,
113[車牌][電話],GF ,FAC_00014,2024-03-27 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-03-28 00:00:00,,
113[車牌][電話],GF ,FAC_00029,2024-04-01 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-04-03 00:00:00,,
112[車牌][電話],GF ,FAC_00019,2023-11-29 00:00:00,,
112[車牌][電話],GF ,FAC_00043,2023-11-30 00:00:00,,
112[車牌][電話],GF ,FAC_00038,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00066,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00027,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00047,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00036,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00050,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00010,2023-12-05 00:00:00,,
112[車牌][電話],GF ,FAC_00023,2023-12-06 00:00:00,,
112[車牌][電話],GF ,FAC_00028,2023-12-19 00:00:00,,
112[車牌][電話],GF ,FAC_00029,2023-12-22 00:00:00,,
113[車牌][電話],GF ,FAC_00003,2024-01-03 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-01-03 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-01-03 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-01-09 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-01-04 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-01-04 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-01-12 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-01-31 00:00:00,,
113[車牌][電話],GF ,FAC_00026,2024-02-01 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-02-01 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-02-02 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-04-03 00:00:00,,
113[車牌][電話],GF ,FAC_00031,2024-04-10 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-04-15 00:00:00,,
113[車牌][電話],GF ,FAC_00028,2024-04-24 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-04-25 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-04-29 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-04-29 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-04-29 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-05-06 00:00:00,,
113[車牌][電話],GF ,FAC_00040,2024-05-06 00:00:00,,
113[車牌][電話],GF ,FAC_00038,2024-05-06 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-05-08 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-05-08 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-05-20 00:00:00,,
113[車牌][電話],GF ,FAC_00014,2024-05-23 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-05-24 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-05-27 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-05-28 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-06-03 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-06-03 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-06-03 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-06-03 00:00:00,,
113[車牌][電話],GF ,FAC_00029,2024-06-04 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-06-13 00:00:00,,
113[車牌][電話],GF ,FAC_00028,2024-06-18 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-06-18 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-06-19 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-06-27 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-06-28 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-07-03 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-07-04 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-07-05 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-07-05 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-07-08 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-07-09 00:00:00,,
113[車牌][電話],GF ,FAC_00028,2024-07-23 00:00:00,,
113[車牌][電話],GF ,FAC_00005,2024-07-26 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-07-29 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-07-29 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-07-30 00:00:00,,
113[車牌][電話],GF ,FAC_00029,2024-07-31 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-07-31 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-08-01 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-08-01 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-08-03 00:00:00,,
113[車牌][電話],GF ,FAC_00003,2024-08-05 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-08-05 00:00:00,,
113[車牌][電話],GF ,FAC_00060,2024-08-05 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-08-09 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-08-12 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-08-15 00:00:00,,
113[車牌][電話],GF ,FAC_00053,2024-08-21 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-08-26 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-08-27 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-08-28 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-09-04 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-09-04 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-09-04 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-09-05 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-09-05 00:00:00,,
113[車牌][電話],GF ,FAC_00014,2024-09-12 00:00:00,,
113[車牌][電話],GF ,FAC_00026,2024-09-20 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-09-30 00:00:00,,
113[車牌][電話],GF ,FAC_00038,2024-09-30 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-10-01 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-10-02 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00040,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-10-04 00:00:00,,
113[車牌][電話],GF ,FAC_00028,2024-10-21 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-10-23 00:00:00,,
113[車牌][電話],GF ,FAC_00021,2024-10-30 00:00:00,,
113[車牌][電話],GF ,FAC_00050,2024-11-01 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-11-08 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-11-06 00:00:00,,
113[車牌][電話],GF ,FAC_00036,2024-11-08 00:00:00,,
113[車牌][電話],GF ,FAC_00044,2024-11-14 00:00:00,,
113[車牌][電話],GF ,FAC_00014,2024-12-03 00:00:00,,
113[車牌][電話],GF ,FAC_00023,2024-12-03 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-11-26 00:00:00,,
113[車牌][電話],GF ,FAC_00035,2024-11-28 00:00:00,,
113[車牌][電話],GF ,FAC_00024,2024-12-03 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00004,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00040,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00066,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00064,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00047,2024-12-04 00:00:00,,
113[車牌][電話],GF ,FAC_00043,2024-12-16 00:00:00,,
113[車牌][電話],GF ,FAC_00010,2024-12-18 00:00:00,,
113[車牌][電話],GF ,FAC_00025,2024-12-19 00:00:00,,
113[車牌][電話],GF ,FAC_00019,2024-12-25 00:00:00,,
114[車牌][電話],GF ,FAC_00026,2025-01-02 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-01-02 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-01-06 00:00:00,,
114[車牌][電話],GF ,FAC_00063,2025-01-08 00:00:00,,
114[車牌][電話],GF ,FAC_00025,2025-01-18 00:00:00,,
114[車牌][電話],GF ,FAC_00052,2025-01-21 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-01-21 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-01-22 00:00:00,,
114[車牌][電話],GF ,FAC_00025,2025-01-23 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-02-05 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-02-12 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-02-19 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-02-25 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-03-04 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-03-05 00:00:00,,
114[車牌][電話],GF ,FAC_00047,2025-03-05 00:00:00,,
114[車牌][電話],GF ,FAC_00003,2025-03-05 00:00:00,,
114[車牌][電話],GF ,FAC_00010,2025-03-05 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-03-05 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-03-11 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-03-13 00:00:00,,
114[車牌][電話],GF ,FAC_00044,2025-03-13 00:00:00,,
114[車牌][電話],GF ,FAC_00035,2025-03-26 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-03-26 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-03-26 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-03-27 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-04-01 00:00:00,,
114[車牌][電話],GF ,FAC_00035,2025-04-03 00:00:00,,
114[車牌][電話],GF ,FAC_00014,2025-04-10 00:00:00,,
114[車牌][電話],GF ,FAC_00054,2025-04-16 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-04-25 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-04-29 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-04-29 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-05-02 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-05-05 00:00:00,,
114[車牌][電話],GF ,FAC_00064,2025-05-05 00:00:00,,
114[車牌][電話],GF ,FAC_00010,2025-05-12 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-05-26 00:00:00,,
114[車牌][電話],GF ,FAC_00044,2025-05-26 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-05-27 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-06-25 00:00:00,[已隱蔽],
114[車牌][電話],GF ,FAC_00043,2025-05-28 00:00:00,,
114[車牌][電話],GF ,FAC_00026,2025-05-29 00:00:00,,
114[車牌][電話],GF ,FAC_00035,2025-06-02 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-06-02 00:00:00,,
114[車牌][電話],GF ,FAC_00027,2025-06-05 00:00:00,,
114[車牌][電話],GF ,FAC_00038,2025-06-05 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-06-05 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-06-06 00:00:00,,
114[車牌][電話],GF ,FAC_00056,2025-06-06 00:00:00,,
114[車牌][電話],GF ,FAC_00060,2025-06-11 00:00:00,,
114[車牌][電話],GF ,FAC_00048,2025-06-13 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-06-26 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-06-27 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-06-30 00:00:00,,
114[車牌][電話],GF ,FAC_00031,2025-07-03 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-07-03 00:00:00,,
114[車牌][電話],GF ,FAC_00064,2025-07-03 00:00:00,,
114[車牌][電話],GF ,FAC_00064,2025-07-03 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-07-24 00:00:00,,
114[車牌][電話],GF ,FAC_00044,2025-07-24 00:00:00,,
114[車牌][電話],GF ,FAC_00026,2025-07-26 00:00:00,,
114[車牌][電話],GF ,FAC_00033,2025-07-26 00:00:00,,
114[車牌][電話],GF ,FAC_00035,2025-07-29 00:00:00,,
114[車牌][電話],GF ,FAC_00050,2025-07-30 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-08-02 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-08-04 00:00:00,,
114[車牌][電話],GF ,FAC_00003,2025-08-04 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-08-05 00:00:00,,
114[車牌][電話],GF ,FAC_00035,2025-08-20 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-08-25 00:00:00,,
114[車牌][電話],GF ,FAC_00044,2025-08-29 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-08-29 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-08-01 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-09-02 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-09-05 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-09-05 00:00:00,,
114[車牌][電話],GF ,FAC_00046,2025-09-12 00:00:00,,
114[車牌][電話],GF ,FAC_00014,2025-09-16 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-09-30 00:00:00,,
114[車牌][電話],GF ,FAC_00023,2025-10-02 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-10-03 00:00:00,,
114[車牌][電話],GF ,FAC_00040,2025-10-07 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-10-07 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-10-07 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-10-08 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-10-27 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-10-31 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-11-04 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-11-04 00:00:00,,
114[車牌][電話],GF ,FAC_00004,2025-11-04 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-11-04 00:00:00,,
114[車牌][電話],GF ,FAC_00050,2025-11-29 00:00:00,,
114[車牌][電話],GF ,FAC_00003,2025-12-01 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-12-02 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-12-02 00:00:00,,
114[車牌][電話],GF ,FAC_00063,2025-12-03 00:00:00,,
114[車牌][電話],GF ,FAC_00019,2025-12-03 00:00:00,,
114[車牌][電話],GF ,FAC_00029,2025-12-03 00:00:00,,
114[車牌][電話],GF ,FAC_00066,2025-12-05 00:00:00,,
114[車牌][電話],GF ,FAC_00026,2025-12-05 00:00:00,,
114[車牌][電話],GF ,FAC_00036,2025-12-09 00:00:00,,
114[車牌][電話],GF ,FAC_00028,2025-12-24 00:00:00,,
114[車牌][電話],GF ,FAC_00024,2025-12-29 00:00:00,,
114[車牌][電話],GF ,FAC_00043,2025-12-31 00:00:00,,
115[車牌][電話],GF ,FAC_00044,2026-01-02 00:00:00,,
115[車牌][電話],GF ,FAC_00029,2026-01-02 00:00:00,,
115[車牌][電話],GF ,FAC_00038,2026-01-05 00:00:00,,
115[車牌][電話],GF ,FAC_00027,2026-01-05 00:00:00,,
115[車牌][電話],GF ,FAC_00066,2026-01-05 00:00:00,,
115[車牌][電話],GF ,FAC_00036,2026-01-12 00:00:00,,
115[車牌][電話],GF ,FAC_00043,2026-01-26 00:00:00,,
115[車牌][電話],GF ,FAC_00050,2026-01-27 00:00:00,,
115[車牌][電話],GF ,FAC_00019,2026-01-27 00:00:00,,
115[車牌][電話],GF ,FAC_00023,2026-01-29 00:00:00,,
115[車牌][電話],GF ,FAC_00030,2026-01-30 00:00:00,,
115[車牌][電話],GF ,FAC_00066,2026-02-05 00:00:00,,
115[車牌][電話],GF ,FAC_00040,2026-02-05 00:00:00,,
115[車牌][電話],GF ,FAC_00010,2026-02-05 00:00:00,,
115[車牌][電話],GF ,FAC_00053,2026-02-05 00:00:00,,
115[車牌][電話],GF ,FAC_00013,2026-02-10 00:00:00,,
115[車牌][電話],GF ,FAC_00014,2026-02-11 00:00:00,,
115[車牌][電話],GF ,FAC_00054,2026-02-13 00:00:00,,
115[車牌][電話],GF ,FAC_00028,2026-02-23 00:00:00,,
115[車牌][電話],GF ,FAC_00043,2026-03-02 00:00:00,,
115[車牌][電話],GF ,FAC_00030,2026-03-02 00:00:00,,
115[車牌][電話],GF ,FAC_00019,2026-03-05 00:00:00,,
115[車牌][電話],GF ,FAC_00066,2026-03-05 00:00:00,,
115[車牌][電話],GF ,FAC_00006,2026-03-05 00:00:00,,
115[車牌][電話],GF ,FAC_00024,2026-03-05 00:00:00,,
115[車牌][電話],GF ,FAC_00044,2026-03-07 00:00:00,,
115[車牌][電話],GF ,FAC_00063,2026-03-11 00:00:00,,
115[車牌][電話],GF ,FAC_00029,2026-03-13 00:00:00,,
115[車牌][電話],GF ,FAC_00023,2026-03-13 00:00:00,,
115[車牌][電話],GF ,FAC_00050,2026-03-26 00:00:00,,
115[車牌][電話],GF ,FAC_00023,2026-04-02 00:00:00,,
115[車牌][電話],GF ,FAC_00017,2026-04-04 00:00:00,,
115[車牌][電話],GF ,FAC_00066,2026-04-04 00:00:00,,
115[車牌][電話],GF ,FAC_00030,2026-04-04 00:00:00,,
115[車牌][電話],GF ,FAC_00024,2026-04-04 00:00:00,,
115[車牌][電話],GF ,FAC_00036,2026-04-10 00:00:00,,
115[車牌][電話],GF ,FAC_00026,2026-04-10 00:00:00,,
