relno,rtype,rlamt3,rlamt4,rdisc,order1,yearm,purno,faddover,indexs
110[車牌][電話],現金  ,1600.0,1600.0,0.0,,202112.0,,,2.0
110[車牌][電話],現金  ,2350.0,3100.0,0.0,溢付  ,202110.0,,,1.0
110[車牌][電話],現金  ,1300.0,2300.0,0.0,溢付  ,202110.0,,,1.0
110[車牌][電話],現金  ,2000.0,2000.0,0.0,,202112.0,,,1.0
110[車牌][電話],現金  ,-100.0,-100.0,0.0,,202111.0,,,1.0
110[車牌][電話],現金  ,1950.0,1950.0,0.0,,202112.0,,,2.0
110[車牌][電話],現金  ,1090.0,1000.0,90.0,    ,202111.0,,,1.0
110[車牌][電話],現金  ,,3364.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,1880.0,1823.0,57.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,9196.0,9396.0,0.0,溢付  ,202111.0,,,1.0
110[車牌][電話],支票  ,8150.0,8150.0,0.0,,202112.0,,,1.0
110[車牌][電話],支票  ,4883.0,4650.0,233.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,8200.0,8200.0,0.0,,202110.0,,,1.0
110[車牌][電話],支票  ,4100.0,4100.0,0.0,,202111.0,,,2.0
110[車牌][電話],支票  ,4436.0,3890.0,546.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,4250.0,2850.0,1400.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,1100.0,21406.0,0.0,溢付  ,202111.0,,,1.0
110[車牌][電話],現金  ,1040.0,1040.0,0.0,,202111.0,,,1.0
111[車牌][電話],現金  ,30.0,30.0,0.0,,202109.0,,,1.0
111[車牌][電話],現金  ,2050.0,2030.0,20.0,    ,202111.0,,,2.0
111[車牌][電話],現金  ,3425.0,2400.0,1025.0,    ,202111.0,,,1.0
111[車牌][電話],現金  ,6710.0,4300.0,2410.0,    ,202111.0,,,1.0
111[車牌][電話],現金  ,800.0,800.0,0.0,,202110.0,,,1.0
111[車牌][電話],現金  ,8400.0,8400.0,0.0,,202111.0,,,2.0
111[車牌][電話],現金  ,7350.0,7350.0,0.0,,202109.0,,,1.0
111[車牌][電話],現金  ,1680.0,1680.0,0.0,,202112.0,,,2.0
111[車牌][電話],現金  ,1200.0,1200.0,0.0,,202201.0,,,3.0
111[車牌][電話],現金  ,600.0,600.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,2415.0,2415.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,2050.0,1948.0,102.0,    ,202111.0,,,1.0
111[車牌][電話],現金  ,1580.0,1580.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,5800.0,5800.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,10150.0,10150.0,0.0,,202112.0,,,1.0
111[車牌][電話],支票  ,6600.0,6600.0,0.0,,202112.0,,,1.0
111[車牌][電話],支票  ,4200.0,4200.0,0.0,,202112.0,,,1.0
111[車牌][電話],    ,0.0,0.0,0.0,,,,,2.0
111[車牌][電話],支票  ,5971.0,5700.0,271.0,    ,202201.0,,,1.0
111[車牌][電話],支票  ,15329.0,16900.0,0.0,溢付  ,202112.0,,,1.0
111[車牌][電話],支票  ,3480.0,3480.0,0.0,,202112.0,,,1.0
111[車牌][電話],    ,0.0,0.0,0.0,,,,,2.0
111[車牌][電話],現金  ,1500.0,4093.0,0.0,溢付  ,202112.0,,,1.0
111[車牌][電話],現金  ,1900.0,1900.0,0.0,,202202.0,,,1.0
111[車牌][電話],現金  ,540.0,540.0,0.0,,202112.0,,,1.0
111[車牌][電話],現金  ,500.0,500.0,0.0,,202107.0,,,1.0
111[車牌][電話],現金  ,2100.0,2100.0,0.0,,202108.0,,,2.0
111[車牌][電話],現金  ,450.0,450.0,0.0,,202109.0,,,3.0
111[車牌][電話],現金  ,70.0,70.0,0.0,,202110.0,,,5.0
111[車牌][電話],現金  ,900.0,900.0,0.0,,202201.0,,,6.0
111[車牌][電話],現金  ,900.0,900.0,0.0,,202202.0,,,7.0
111[車牌][電話],現金  ,7148.0,6885.0,263.0,    ,202112.0,,,1.0
111[車牌][電話],現金  ,480.0,480.0,0.0,,202112.0,,,1.0
111[車牌][電話],現金  ,0.0,5762.0,0.0,訂金  ,,,,1.0
111[車牌][電話],支票  ,26000.0,26000.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,12120.0,12120.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,5896.0,5896.0,0.0,,202201.0,,,1.0
111[車牌][電話],    ,0.0,0.0,0.0,,,,,3.0
111[車牌][電話],支票  ,15030.0,15030.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,8955.0,8955.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,8325.0,8325.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,13027.0,13027.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,300.0,300.0,0.0,,202202.0,,,1.0
111[車牌][電話],現金  ,1000.0,1000.0,0.0,,202203.0,,,2.0
111[車牌][電話],現金  ,600.0,600.0,0.0,,202204.0,,,3.0
111[車牌][電話],支票  ,22665.0,24600.0,0.0,溢付  ,202203.0,,,1.0
111[車牌][電話],支票  ,336.0,336.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,6500.0,10500.0,0.0,溢付  ,202203.0,,,2.0
111[車牌][電話],支票  ,6235.0,6200.0,35.0,    ,202203.0,,,1.0
111[車牌][電話],支票  ,6572.0,6572.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,4985.0,5800.0,0.0,溢付  ,202203.0,,,2.0
111[車牌][電話],支票  ,3210.0,3100.0,110.0,    ,202203.0,,,1.0
111[車牌][電話],現金  ,2979.0,3500.0,0.0,溢付  ,202112.0,,,1.0
111[車牌][電話],支票  ,7600.0,7600.0,0.0,,202203.0,,,1.0
111[車牌][電話],現金  ,1300.0,1300.0,0.0,,202203.0,,,1.0
111[車牌][電話],現金  ,2471.0,2300.0,171.0,    ,202204.0,,,2.0
111[車牌][電話],現金  ,4180.0,4055.0,125.0,    ,202203.0,,,1.0
111[車牌][電話],現金  ,6770.0,4700.0,2070.0,    ,202203.0,,,1.0
111[車牌][電話],支票  ,7900.0,7900.0,0.0,,202203.0,,,1.0
111[車牌][電話],支票  ,3500.0,3500.0,0.0,,202204.0,,,2.0
111[車牌][電話],支票  ,30400.0,30400.0,0.0,,202204.0,,,1.0
111[車牌][電話],支票  ,-11040.0,-11040.0,0.0,,202108.0,,,1.0
111[車牌][電話],支票  ,12571.0,12000.0,571.0,    ,202204.0,,,2.0
111[車牌][電話],支票  ,5540.0,5540.0,0.0,,202204.0,,,1.0
111[車牌][電話],支票  ,5045.0,5700.0,0.0,溢付  ,202204.0,,,1.0
111[車牌][電話],現金  ,3755.0,3567.0,188.0,    ,202204.0,,,1.0
111[車牌][電話],現金  ,6000.0,5700.0,300.0,    ,202201.0,,,3.0
111[車牌][電話],支票  ,550.0,550.0,0.0,,202109.0,,,4.0
111[車牌][電話],現金  ,10500.0,9000.0,1500.0,    ,202201.0,,,1.0
111[車牌][電話],現金  ,8600.0,8600.0,0.0,,202203.0,,,1.0
111[車牌][電話],現金  ,3780.0,3667.0,113.0,    ,202201.0,,,1.0
111[車牌][電話],現金  ,1150.0,1116.0,34.0,    ,202202.0,,,2.0
111[車牌][電話],現金  ,7949.0,7949.0,0.0,,202203.0,,,1.0
111[車牌][電話],現金  ,11300.0,11300.0,0.0,,202202.0,,,1.0
111[車牌][電話],現金  ,10310.0,10300.0,10.0,    ,202202.0,,,1.0
111[車牌][電話],支票  ,4370.0,4350.0,20.0,    ,202202.0,,,1.0
111[車牌][電話],支票  ,12255.0,11500.0,755.0,    ,202202.0,,,1.0
111[車牌][電話],    ,0.0,0.0,0.0,,,,,2.0
111[車牌][電話],現金  ,1100.0,1100.0,0.0,,202105.0,,,1.0
111[車牌][電話],現金  ,320.0,320.0,0.0,,202106.0,,,2.0
111[車牌][電話],現金  ,1456.0,1456.0,0.0,,202108.0,,,3.0
111[車牌][電話],現金  ,492.0,492.0,0.0,,202111.0,,,4.0
111[車牌][電話],現金  ,1967.0,1967.0,0.0,,202112.0,,,5.0
111[車牌][電話],現金  ,2901.0,2901.0,0.0,,202201.0,,,6.0
111[車牌][電話],現金  ,2500.0,2500.0,0.0,,202202.0,,,7.0
111[車牌][電話],現金  ,1850.0,1850.0,0.0,,202203.0,,,8.0
111[車牌][電話],現金  ,360.0,360.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,9600.0,9600.0,0.0,,202204.0,,,1.0
111[車牌][電話],現金  ,5000.0,5000.0,0.0,,202204.0,,,1.0
111[車牌][電話],現金  ,0.0,4402.0,0.0,訂金  ,,,,1.0
111[車牌][電話],現金  ,3390.0,5150.0,0.0,溢付  ,202204.0,,,1.0
111[車牌][電話],現金  ,3583.0,1750.0,1833.0,    ,202205.0,,,1.0
111[車牌][電話],現金  ,2380.0,2300.0,80.0,    ,202204.0,,,1.0
111[車牌][電話],現金  ,2579.0,2579.0,0.0,,202204.0,,,1.0
111[車牌][電話],現金  ,5880.0,1785.0,4095.0,    ,202205.0,,,2.0
111[車牌][電話],現金  ,5080.0,4588.0,492.0,    ,202204.0,,,1.0
111[車牌][電話],現金  ,1930.0,1930.0,0.0,,202201.0,,,1.0
111[車牌][電話],現金  ,2925.0,2778.0,147.0,    ,202205.0,,,2.0
111[車牌][電話],支票  ,4295.0,4295.0,0.0,,202204.0,,,1.0
111[車牌][電話],支票  ,7630.0,7595.0,35.0,    ,202205.0,,,2.0
111[車牌][電話],現金  ,7699.0,7700.0,0.0,溢付  ,202206.0,,,1.0
111[車牌][電話],現金  ,-1930.0,-1930.0,0.0,,202201.0,,,1.0
111[車牌][電話],支票  ,-10.0,650.0,0.0,溢付  ,202205.0,,,2.0
111[車牌][電話],現金  ,4627.0,5298.0,0.0,溢付  ,202206.0,,,1.0
111[車牌][電話],現金  ,650.0,650.0,0.0,,202205.0,,,1.0
111[車牌][電話],現金  ,360.0,360.0,0.0,,202204.0,,,1.0
111[車牌][電話],現金  ,3644.0,3534.0,110.0,    ,202205.0,,,2.0
111[車牌][電話],現金  ,9656.0,9656.0,0.0,,202206.0,,,1.0
111[車牌][電話],現金  ,3500.0,3500.0,0.0,,202207.0,,,1.0
111[車牌][電話],現金  ,2070.0,910.0,1160.0,    ,202206.0,,,1.0
111[車牌][電話],現金  ,24000.0,24000.0,0.0,,202206.0,,,1.0
111[車牌][電話],現金  ,2720.0,2638.0,82.0,    ,202206.0,,,1.0
111[車牌][電話],現金  ,2898.0,2898.0,0.0,,202110.0,,,1.0
111[車牌][電話],現金  ,738.0,738.0,0.0,,202112.0,,,2.0
111[車牌][電話],現金  ,1119.0,1119.0,0.0,,202201.0,,,3.0
111[車牌][電話],現金  ,3778.0,3778.0,0.0,,202207.0,,,4.0
111[車牌][電話],現金  ,1199.0,1200.0,0.0,溢付  ,202207.0,,,1.0
111[車牌][電話],現金  ,450.0,450.0,0.0,,202202.0,,,1.0
111[車牌][電話],現金  ,1200.0,1200.0,0.0,,202208.0,,,2.0
111[車牌][電話],現金  ,807.0,807.0,0.0,,202204.0,,,1.0
111[車牌][電話],現金  ,264.0,264.0,0.0,,202205.0,,,2.0
111[車牌][電話],現金  ,1200.0,1140.0,60.0,    ,202206.0,,,3.0
111[車牌][電話],支票  ,4549.0,4549.0,0.0,,202205.0,,,1.0
111[車牌][電話],現金  ,15883.0,15660.0,223.0,    ,202206.0,,,2.0
111[車牌][電話],現金  ,8941.0,8672.0,269.0,    ,202206.0,,,1.0
111[車牌][電話],現金  ,2962.0,2873.0,89.0,    ,202205.0,,,2.0
111[車牌][電話],現金  ,5292.0,5027.0,265.0,    ,202206.0,,,1.0
111[車牌][電話],現金  ,1600.0,1600.0,0.0,,202207.0,,,1.0
111[車牌][電話],現金  ,1200.0,1200.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,1931.0,1931.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,3780.0,3780.0,0.0,,202108.0,,,1.0
111[車牌][電話],現金  ,2700.0,2700.0,0.0,,202110.0,,,2.0
111[車牌][電話],現金  ,2700.0,2700.0,0.0,,202201.0,,,3.0
111[車牌][電話],現金  ,1400.0,1400.0,0.0,,202208.0,,,4.0
111[車牌][電話],現金  ,,4249.0,0.0,訂金  ,,,,1.0
111[車牌][電話],支票  ,18744.0,18744.0,0.0,,202108.0,,,1.0
111[車牌][電話],現金  ,5006.0,4750.0,256.0,    ,202207.0,,,2.0
111[車牌][電話],現金  ,10000.0,10000.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,11980.0,11980.0,0.0,,202206.0,,,1.0
111[車牌][電話],現金  ,5605.0,5324.0,281.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,11157.0,10437.0,720.0,    ,202208.0,,,1.0
111[車牌][電話],現金  ,10127.0,10127.0,0.0,,202207.0,,,1.0
111[車牌][電話],現金  ,4043.0,3850.0,193.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,2508.0,2432.0,76.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,1848.0,1848.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,500.0,500.0,0.0,,202008.0,,,1.0
111[車牌][電話],現金  ,3900.0,3900.0,0.0,,202204.0,,,2.0
111[車牌][電話],現金  ,3250.0,3250.0,0.0,,202205.0,,,3.0
111[車牌][電話],現金  ,3000.0,2910.0,90.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,4260.0,4249.0,11.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,145.0,145.0,0.0,,202207.0,,,1.0
111[車牌][電話],現金  ,1800.0,1800.0,0.0,,202208.0,,,2.0
111[車牌][電話],現金  ,2600.0,2600.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,3583.0,1750.0,1833.0,    ,202209.0,,,1.0
111[車牌][電話],現金  ,4900.0,4150.0,750.0,    ,202208.0,,,1.0
111[車牌][電話],現金  ,15000.0,15000.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,21826.0,21000.0,826.0,    ,202208.0,,,1.0
111[車牌][電話],現金  ,4615.0,3900.0,715.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,1019.0,968.0,51.0,    ,202207.0,,,1.0
111[車牌][電話],現金  ,0.0,4286.0,0.0,訂金  ,,,,1.0
111[車牌][電話],現金  ,57.0,57.0,0.0,,202207.0,,,1.0
111[車牌][電話],現金  ,2151.0,2042.0,109.0,    ,202208.0,,,2.0
111[車牌][電話],現金  ,3885.0,3690.0,195.0,    ,202209.0,,,1.0
111[車牌][電話],現金  ,1650.0,1650.0,0.0,,202206.0,,,1.0
111[車牌][電話],現金  ,3900.0,3600.0,300.0,    ,202208.0,,,2.0
111[車牌][電話],現金  ,690.0,690.0,0.0,,202206.0,,,1.0
111[車牌][電話],現金  ,760.0,760.0,0.0,,202209.0,,,2.0
111[車牌][電話],現金  ,4000.0,4000.0,0.0,,202211.0,,,1.0
111[車牌][電話],現金  ,16950.0,16900.0,50.0,    ,202209.0,,,1.0
111[車牌][電話],現金  ,2493.0,2493.0,0.0,,202210.0,,,1.0
111[車牌][電話],現金  ,3140.0,3140.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,6170.0,6170.0,0.0,,202209.0,,,2.0
111[車牌][電話],現金  ,2944.0,2944.0,0.0,,202208.0,,,1.0
111[車牌][電話],現金  ,3840.0,3240.0,600.0,    ,202209.0,,,2.0
111[車牌][電話],現金  ,2642.0,2463.0,179.0,    ,202209.0,,,1.0
111[車牌][電話],現金  ,839.0,839.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,1750.0,1750.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,800.0,800.0,0.0,,202211.0,,,2.0
111[車牌][電話],現金  ,9400.0,9400.0,0.0,,202211.0,,,1.0
111[車牌][電話],現金  ,1070.0,510.0,560.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,4100.0,4100.0,0.0,,202211.0,,,1.0
111[車牌][電話],現金  ,1960.0,1940.0,20.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,8860.0,8594.0,266.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,8100.0,8100.0,0.0,,202211.0,,,1.0
111[車牌][電話],現金  ,3695.0,3500.0,195.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,5800.0,5800.0,0.0,,202212.0,,,1.0
111[車牌][電話],現金  ,400.0,400.0,0.0,,202212.0,,,1.0
111[車牌][電話],現金  ,7500.0,7500.0,0.0,,202210.0,,,1.0
111[車牌][電話],現金  ,500.0,500.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,21347.0,17900.0,3447.0,    ,202210.0,,,2.0
111[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
111[車牌][電話],現金  ,4238.0,4100.0,138.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,2460.0,2337.0,123.0,    ,202210.0,,,1.0
111[車牌][電話],現金  ,3980.0,3950.0,30.0,    ,202209.0,,,1.0
111[車牌][電話],現金  ,0.0,4240.0,0.0,訂金  ,,,,1.0
111[車牌][電話],現金  ,80.0,80.0,0.0,,202209.0,,,1.0
111[車牌][電話],現金  ,1600.0,1600.0,0.0,,202210.0,,,2.0
111[車牌][電話],現金  ,3115.0,2950.0,165.0,    ,202211.0,,,1.0
112[車牌][電話],現金  ,32550.0,32000.0,550.0,    ,202211.0,,,1.0
112[車牌][電話],現金  ,6908.0,6468.0,440.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,7090.0,6877.0,213.0,    ,202211.0,,,1.0
112[車牌][電話],現金  ,1900.0,1900.0,0.0,,202301.0,,,1.0
112[車牌][電話],現金  ,-462.0,-462.0,0.0,,202206.0,,,1.0
112[車牌][電話],現金  ,3971.0,3961.0,10.0,    ,202211.0,,,2.0
112[車牌][電話],現金  ,4500.0,4500.0,0.0,,202301.0,,,1.0
112[車牌][電話],現金  ,4250.0,4250.0,0.0,,202207.0,,,1.0
112[車牌][電話],現金  ,-1840.0,-1840.0,0.0,,202208.0,,,2.0
112[車牌][電話],現金  ,1580.0,1530.0,50.0,    ,202211.0,,,3.0
112[車牌][電話],現金  ,10400.0,10400.0,0.0,,202301.0,,,1.0
112[車牌][電話],支票  ,3500.0,3500.0,0.0,,202211.0,,,1.0
112[車牌][電話],現金  ,117.0,117.0,0.0,,202211.0,,,1.0
112[車牌][電話],現金  ,4100.0,3895.0,205.0,    ,202212.0,,,2.0
112[車牌][電話],現金  ,30500.0,20000.0,10500.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,6530.0,6200.0,330.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,385.0,385.0,0.0,,202209.0,,,1.0
112[車牌][電話],現金  ,3592.0,3592.0,0.0,,202212.0,,,2.0
112[車牌][電話],現金  ,2305.0,2305.0,0.0,,202302.0,,,3.0
112[車牌][電話],現金  ,5000.0,5000.0,0.0,,202211.0,,,1.0
112[車牌][電話],現金  ,29800.0,23200.0,6600.0,    ,202212.0,,,2.0
112[車牌][電話],現金  ,1754.0,1666.0,88.0,    ,202209.0,,,1.0
112[車牌][電話],現金  ,7781.0,7392.0,389.0,    ,202212.0,,,2.0
112[車牌][電話],現金  ,540.0,523.0,17.0,    ,202211.0,,,1.0
112[車牌][電話],現金  ,2290.0,2221.0,69.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,5840.0,5665.0,175.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,0.0,7962.0,0.0,訂金  ,,,,1.0
112[車牌][電話],現金  ,4100.0,4100.0,0.0,,202302.0,,,1.0
112[車牌][電話],現金  ,4033.0,3658.0,375.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,3885.0,3691.0,194.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,11826.0,10900.0,926.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,27442.0,26000.0,1442.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,1450.0,1378.0,72.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,2715.0,2715.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,1920.0,1824.0,96.0,    ,202301.0,,,1.0
112[車牌][電話],現金  ,-1122.0,-1122.0,0.0,,202212.0,,,1.0
112[車牌][電話],現金  ,3230.0,3133.0,97.0,    ,202301.0,,,2.0
112[車牌][電話],現金  ,6055.0,6174.0,0.0,溢付  ,202212.0,,,1.0
112[車牌][電話],現金  ,3920.0,3800.0,120.0,    ,202302.0,,,1.0
112[車牌][電話],現金  ,7810.0,7410.0,400.0,    ,202302.0,,,1.0
112[車牌][電話],現金  ,4000.0,3800.0,200.0,    ,202212.0,,,1.0
112[車牌][電話],現金  ,3800.0,3610.0,190.0,    ,202301.0,,,2.0
112[車牌][電話],現金  ,4000.0,3800.0,200.0,    ,202302.0,,,3.0
112[車牌][電話],現金  ,3350.0,3350.0,0.0,,191221.0,,,1.0
112[車牌][電話],現金  ,4866.0,4866.0,0.0,,202301.0,,,2.0
112[車牌][電話],現金  ,7093.0,7200.0,0.0,溢付  ,202303.0,,,3.0
112[車牌][電話],現金  ,5052.0,3812.0,1240.0,    ,202302.0,,,1.0
112[車牌][電話],現金  ,3760.0,3760.0,0.0,,202301.0,,,1.0
112[車牌][電話],現金  ,8230.0,7983.0,247.0,    ,202302.0,,,2.0
112[車牌][電話],現金  ,36300.0,46800.0,0.0,溢付  ,202301.0,,,1.0
112[車牌][電話],現金  ,4700.0,3100.0,1600.0,    ,202303.0,,,1.0
112[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
112[車牌][電話],現金  ,69.0,69.0,0.0,,202302.0,,,1.0
112[車牌][電話],現金  ,3226.0,3100.0,126.0,    ,202303.0,,,2.0
112[車牌][電話],現金  ,,4177.0,0.0,訂金  ,,,,1.0
112[車牌][電話],現金  ,4000.0,4000.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,5500.0,5390.0,110.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,6668.0,6068.0,600.0,    ,202302.0,,,1.0
112[車牌][電話],現金  ,3623.0,3623.0,0.0,,202303.0,,,2.0
112[車牌][電話],現金  ,5145.0,5145.0,0.0,,202302.0,,,1.0
112[車牌][電話],現金  ,20171.0,15815.0,4356.0,    ,202303.0,,,2.0
112[車牌][電話],現金  ,8830.0,8830.0,0.0,,202211.0,,,1.0
112[車牌][電話],現金  ,6658.0,6465.0,193.0,    ,202303.0,,,2.0
112[車牌][電話],現金  ,5560.0,5393.0,167.0,    ,202303.0,,,1.0
112[車牌][電話],現金  ,5500.0,4600.0,900.0,    ,202305.0,,,1.0
112[車牌][電話],現金  ,1200.0,1200.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,18000.0,18000.0,0.0,,202304.0,,,2.0
112[車牌][電話],現金  ,850.0,850.0,0.0,,202305.0,,,3.0
112[車牌][電話],現金  ,1200.0,1200.0,0.0,,202206.0,,,1.0
112[車牌][電話],現金  ,600.0,600.0,0.0,,202207.0,,,2.0
112[車牌][電話],現金  ,900.0,900.0,0.0,,202209.0,,,3.0
112[車牌][電話],現金  ,1200.0,1200.0,0.0,,202210.0,,,4.0
112[車牌][電話],現金  ,600.0,600.0,0.0,,202212.0,,,5.0
112[車牌][電話],現金  ,1100.0,1100.0,0.0,,202301.0,,,6.0
112[車牌][電話],現金  ,3150.0,3150.0,0.0,,202302.0,,,7.0
112[車牌][電話],現金  ,600.0,600.0,0.0,,202305.0,,,8.0
112[車牌][電話],現金  ,13000.0,13000.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
112[車牌][電話],現金  ,16500.0,17400.0,0.0,溢付  ,202305.0,,,1.0
112[車牌][電話],現金  ,4220.0,4220.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,1080.0,1026.0,54.0,    ,202304.0,,,2.0
112[車牌][電話],現金  ,5300.0,6000.0,0.0,溢付  ,202304.0,,,1.0
112[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
112[車牌][電話],現金  ,9800.0,9800.0,0.0,,202305.0,,,1.0
112[車牌][電話],現金  ,4055.0,4816.0,0.0,溢付  ,202304.0,,,1.0
112[車牌][電話],現金  ,3885.0,3850.0,35.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,5520.0,5200.0,320.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,7500.0,7000.0,500.0,    ,202305.0,,,1.0
112[車牌][電話],現金  ,4640.0,4407.0,233.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,23314.0,27600.0,0.0,溢付  ,202304.0,,,1.0
112[車牌][電話],現金  ,3334.0,3200.0,134.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,3250.0,3087.0,163.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,33000.0,33000.0,0.0,,202304.0,,,1.0
112[車牌][電話],    ,0.0,0.0,0.0,,,,,2.0
112[車牌][電話],現金  ,5338.0,5000.0,338.0,    ,202305.0,,,1.0
112[車牌][電話],現金  ,12500.0,12500.0,0.0,,202306.0,,,1.0
112[車牌][電話],現金  ,5150.0,5630.0,0.0,溢付  ,202305.0,,,1.0
112[車牌][電話],現金  ,1675.0,1675.0,0.0,,202306.0,,,1.0
112[車牌][電話],現金  ,12000.0,11400.0,600.0,    ,202305.0,,,1.0
112[車牌][電話],現金  ,10963.0,11200.0,0.0,溢付  ,202305.0,,,1.0
112[車牌][電話],現金  ,8649.0,8900.0,0.0,溢付  ,202305.0,,,1.0
112[車牌][電話],現金  ,400.0,400.0,0.0,,202205.0,,,1.0
112[車牌][電話],現金  ,11000.0,11000.0,0.0,,202303.0,,,2.0
112[車牌][電話],現金  ,200.0,200.0,0.0,,202305.0,,,3.0
112[車牌][電話],現金  ,2800.0,2800.0,0.0,,202306.0,,,4.0
112[車牌][電話],現金  ,0.0,4129.0,0.0,訂金  ,,,,1.0
112[車牌][電話],現金  ,3900.0,4650.0,0.0,溢付  ,202305.0,,,1.0
112[車牌][電話],現金  ,124.0,124.0,0.0,,202101.0,,,1.0
112[車牌][電話],現金  ,2305.0,2305.0,0.0,,202303.0,,,2.0
112[車牌][電話],現金  ,3038.0,2800.0,238.0,    ,202305.0,,,3.0
112[車牌][電話],現金  ,5600.0,5600.0,0.0,,202305.0,,,1.0
112[車牌][電話],現金  ,211.0,211.0,0.0,,202305.0,,,1.0
112[車牌][電話],現金  ,12490.0,11895.0,595.0,    ,202306.0,,,2.0
112[車牌][電話],現金  ,4300.0,4170.0,130.0,    ,202306.0,,,1.0
112[車牌][電話],現金  ,13782.0,11855.0,1927.0,    ,202305.0,,,1.0
112[車牌][電話],現金  ,3880.0,5012.0,0.0,溢付  ,202306.0,,,2.0
112[車牌][電話],現金  ,2800.0,2660.0,140.0,    ,202304.0,,,1.0
112[車牌][電話],現金  ,3000.0,2850.0,150.0,    ,202305.0,,,2.0
112[車牌][電話],現金  ,32400.0,32400.0,0.0,,202305.0,,,1.0
112[車牌][電話],現金  ,3300.0,3300.0,0.0,,202207.0,,,2.0
112[車牌][電話],現金  ,10350.0,10350.0,0.0,,202211.0,,,3.0
112[車牌][電話],現金  ,11605.0,10300.0,1305.0,    ,202306.0,,,1.0
112[車牌][電話],現金  ,-1280.0,-1280.0,0.0,,202303.0,,,1.0
112[車牌][電話],現金  ,2200.0,2134.0,66.0,    ,202305.0,,,2.0
112[車牌][電話],現金  ,9734.0,9114.0,620.0,    ,202307.0,,,1.0
112[車牌][電話],支票  ,13465.0,13100.0,365.0,    ,202306.0,,,1.0
